id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,issue_date_y,issue_date_m,issue_date_diff,isDefault
679,4090.909091,3,10.75,146.8,1,0,8,5,1,1,5,353,30,5.672727273,0,665.0,775.8333333,0.0,4045.846154,25.3,0,6,1,9.0,0.0,1.0,12.0,3.0,3,490,0.0,2016,2,3167,0.21103439
680,22363.63636,3,9.79,650.95,0,0,1,4,1,2,0,459,8,21.76,0,585.0,682.5,0.0,40787.07692,46.63076923,1,0,1,8.0,0.0,2.0,16.0,12.0,3,7860,786.0,2013,2,2072,0.19480507
681,11884.09091,3,12.69,487.24,2,0,3,2,1,1,0,129,30,9.781818182,0,680.0,793.3333333,0.0,8296.153846,71.53846154,0,0,1,5.0,0.0,5.0,7.0,7.0,2,2580,277.8461538,2015,4,2861,0.19457754
682,11818.18182,3,9.71,321.32,1,0,2,9,1,0,4,167,8,22.18909091,1,613.6363636,767.0454545,0.0,43633.84615,87.69230769,1,21191,1,8.0,0.0,5.0,16.0,11.0,3,4819,1445.7,2013,7,2222,0.19438164
683,30545.45455,5,14.895,826.94,3,1,12,4,0,1,2,32,21,0.72,0,741.8181818,803.6363636,1.0,126.9230769,0.369230769,0,5,1,2.0,0.0,2.0,20.0,16.0,4,0,0.0,2015,12,3105,0.2627565
684,19425.0,3,8.01,616.81,0,3,7,7,0,2,4,48,10,19.58181818,0,745.0,869.1666667,0.0,49392.0,55.2,1,51,1,,,,,,2,0,0.0,2012,1,1675,0.22336125
685,31200.0,5,12.69,596.5,2,1,10,9,0,1,4,57,9,16.54,2,600.0,750.0,0.0,43068.0,93.58461538,0,4,1,7.0,0.0,15.0,24.0,10.0,3,0,0.0,2015,4,2861,0.25038314
686,17727.27273,3,8.991,483.94,1,1,0,10,0,0,0,410,8,16.24090909,0,736.3636364,797.7272727,1.0,6838.461538,69.0,0,0,1,3.0,,6.0,20.0,9.0,3,0,0.0,2015,10,3044,0.21417582
687,5000.0,3,9.79,158.77,0,0,1,10,0,0,8,89,3,2.967272727,0,670.0,725.8333333,0.0,3103.846154,12.92307692,1,7181,1,4.0,0.0,2.0,29.0,27.0,2,0,0.0,2013,7,2222,0.23789445
688,24818.18182,3,8.9,666.82,0,1,3,1,0,2,0,2,2,13.17,0,812.7272727,880.4545455,0.0,27730.0,36.5,0,0,1,11.0,0.0,5.0,30.0,17.0,3,0,0.0,2014,1,2406,0.20866947
689,21981.81818,3,13.67,685.46,2,0,4,10,0,0,0,408,14,9.850909091,0,645.4545455,806.8181818,0.0,4203.461538,6.346153846,0,0,1,8.0,0.0,27.0,19.0,7.0,0,0,0.0,2015,12,3105,0.35712546
690,2475.0,3,8.937,97.51,1,3,7,10,0,1,0,224,3,10.5,5,720.0,840.0,0.0,2494.153846,33.0,1,0,1,2.0,0.0,5.0,14.0,6.0,2,0,0.0,2017,5,3622,0.2377398
691,12000.0,3,5.427,334.8,0,1,5,10,0,0,4,88,32,23.01818182,0,597.2727273,647.0454545,0.0,6028.846154,33.5,0,4,1,4.0,0.0,16.0,8.0,6.0,3,0,0.0,2014,5,2526,0.21377704
692,18000.0,5,17.171,477.41,2,0,1,10,0,2,5,386,19,22.08181818,0,727.2727273,909.0909091,0.0,4884.0,17.42307692,1,6,1,4.0,0.0,9.0,14.0,9.0,0,0,0.0,2014,4,2496,0.38899168
693,38181.81818,5,11.997,802.29,2,3,1,5,1,1,0,5,4,12.36,0,670.0,837.5,0.0,34037.0,96.7,0,0,1,6.0,0.0,5.0,11.0,9.0,1,5126,473.1692308,2015,3,2830,0.21892269
694,7225.0,3,14.031,252.55,2,0,1,10,0,2,0,147,26,5.85,4,720.0,840.0,0.0,3202.769231,62.42307692,0,0,1,5.0,0.0,17.0,8.0,7.0,0,3426,342.6,2016,7,3318,0.23635852
695,35000.0,3,13.18,1182.33,2,1,5,0,1,2,4,235,8,23.96727273,1,544.0909091,589.4318182,0.0,32281.0,99.07692308,0,4,1,11.0,,8.0,30.0,14.0,3,3794,1313.307692,2015,11,3075,0.19511274
696,7636.363636,3,16.29,247.11,3,0,0,4,0,2,0,218,0,14.2,0,710.0,769.1666667,0.0,9064.615385,40.7,1,0,1,3.0,0.0,5.0,9.0,4.0,3,2531,506.2,2014,10,2679,0.19107811
697,9454.545455,3,8.239,248.82,0,0,8,9,1,0,0,550,8,13.02727273,0,725.0,906.25,0.0,4953.461538,75.92307692,1,38,1,,,,,,3,3106,668.9846154,2011,5,1430,0.1904844
698,9600.0,3,14.65,331.15,2,2,6,0,1,0,0,512,21,30.32727273,0,675.0,731.25,1.0,12681.84615,31.01538462,0,0,1,7.0,0.0,34.0,8.0,3.0,0,2928,675.6923077,2015,7,2952,0.25675362
699,32000.0,5,17.77,808.6,3,3,4,10,0,1,0,387,19,18.99090909,0,636.3636364,689.3939394,0.0,49385.53846,79.84615385,1,38,1,6.0,0.0,7.0,22.0,15.0,2,387,116.1,2013,3,2100,0.19536322
700,28659.09091,3,14.98,840.4,2,0,7,8,0,2,0,46,27,18.94909091,0,780.0,975.0,0.0,19222.15385,113.3076923,1,38,1,3.0,0.0,6.0,6.0,4.0,0,11302,2260.4,2013,12,2375,0.23145103
701,21818.18182,3,18.0,743.28,3,1,0,7,0,2,0,305,15,14.60909091,0,618.1818182,772.7272727,1.0,15929.0,76.24615385,1,0,1,5.0,0.0,6.0,5.0,3.0,1,8395,839.5,2017,7,3683,0.19251975
702,12875.0,3,9.79,408.83,0,3,2,10,0,2,0,733,39,12.79636364,2,720.0,900.0,0.0,7730.153846,65.63076923,1,24244,1,2.0,0.0,11.0,16.0,9.0,3,612,211.8461538,2013,11,2345,0.1998336
703,18818.18182,5,17.86,582.3,3,0,5,3,1,2,4,195,38,24.58,0,685.0,799.1666667,0.0,15561.0,71.44615385,0,4,1,8.0,0.0,7.0,18.0,7.0,0,0,0.0,2015,10,3044,0.4919909
704,31818.18182,5,27.489,1027.1,5,2,2,4,1,1,0,10,8,24.69818182,0,752.7272727,940.9090909,0.0,41916.0,66.0,0,0,1,10.0,0.0,21.0,15.0,14.0,0,0,0.0,2016,2,3167,0.45644584
705,17454.54545,3,9.17,510.07,1,3,3,7,0,2,0,194,38,25.63,0,552.2727273,690.3409091,1.0,9751.153846,43.15384615,0,0,1,4.0,0.0,8.0,12.0,7.0,3,6284,2175.230769,2015,12,3105,0.2061995
706,4545.454545,3,13.519,166.77,2,1,6,2,1,1,4,136,8,18.18545455,0,670.0,781.6666667,0.0,3841.384615,103.8153846,1,4,1,4.0,0.0,2.0,4.0,3.0,1,101,18.64615385,2015,4,2861,0.18978271
707,9090.909091,3,10.75,326.21,1,0,4,10,0,1,0,196,14,11.35636364,0,705.0,763.75,0.0,24764.92308,56.53846154,0,0,1,9.0,0.0,8.0,12.0,7.0,1,341,62.95384615,2016,3,3196,0.18969893
708,13636.36364,3,10.91,490.45,1,1,4,10,0,1,4,12,9,13.29545455,1,609.0909091,659.8484848,0.0,11162.30769,25.29230769,0,4,1,13.0,0.0,1.0,22.0,10.0,0,0,0.0,2017,8,3714,0.2577237
709,6000.0,3,9.229,189.1,1,0,10,10,1,2,4,80,21,22.97454545,1,675.0,843.75,0.0,6548.076923,51.36923077,0,4,1,3.0,0.0,6.0,6.0,3.0,2,1507,0.0,2016,6,3288,0.21016714
710,9818.181818,3,18.205,425.16,3,1,6,7,0,1,0,100,4,33.66363636,1,747.2727273,809.5454545,0.0,16074.23077,42.6,0,0,1,7.0,0.0,17.0,16.0,5.0,3,5248,1211.076923,2015,7,2952,0.19112471
711,9818.181818,5,12.39,269.31,2,0,4,0,1,1,0,232,13,8.410909091,0,675.0,731.25,0.0,6190.153846,110.5384615,0,0,1,2.0,0.0,30.0,7.0,4.0,5,5121,0.0,2014,12,2740,0.2180218
712,23636.36364,3,8.39,630.34,1,5,1,10,0,1,0,48,10,9.672727273,5,665.0,720.4166667,0.0,1809.230769,48.11538462,0,0,1,1.0,0.0,7.0,12.0,6.0,3,8581,0.0,2016,3,3196,0.19862306
713,30545.45455,3,7.689,864.44,0,5,1,10,0,0,0,599,13,15.19090909,0,818.1818182,1022.727273,0.0,65299.38462,69.6,0,0,1,5.0,0.0,7.0,15.0,6.0,1,1828,393.7230769,2016,8,3349,0.19032045
714,14727.27273,3,9.009,565.64,0,5,1,10,0,0,4,89,3,26.24727273,0,665.0,831.25,0.0,25919.07692,83.76923077,0,4,1,11.0,0.0,9.0,29.0,16.0,3,1003,277.7538462,2015,1,2771,0.19132635
715,8909.090909,3,7.579,302.11,0,4,5,3,1,2,0,389,8,13.94545455,0,861.8181818,1077.272727,0.0,644.0,4.846153846,0,0,1,1.0,0.0,9.0,6.0,4.0,2,2389,0.0,2015,7,2952,0.20078449
716,19084.09091,5,11.799,532.03,1,3,9,4,0,2,0,167,8,2.427272727,1,650.0,812.5,1.0,4191.0,47.49230769,1,148,1,4.0,0.0,6.0,16.0,12.0,0,0,0.0,2013,6,2192,0.2814163
717,10909.09091,5,12.29,223.92,2,0,1,10,0,1,0,484,21,10.84090909,0,618.1818182,721.2121212,0.0,7166.0,54.7,0,0,1,6.0,0.0,4.0,16.0,10.0,0,0,0.0,2015,6,2922,0.3682323
718,8625.0,3,6.741,268.26,0,0,5,0,0,0,4,78,19,29.69090909,0,752.7272727,815.4545455,0.0,9965.769231,77.1,1,4,1,3.0,0.0,14.0,16.0,10.0,3,2538,292.8461538,2015,1,2771,0.18686284
719,9163.636364,5,14.99,266.39,2,1,0,5,0,1,2,31,2,13.77818182,3,600.0,750.0,0.0,8675.076923,73.44615385,1,5,1,4.0,0.0,7.0,18.0,16.0,4,2629,0.0,2014,12,2740,0.21187186
720,8863.636364,3,12.744,334.0,2,2,9,4,1,1,3,48,10,31.62,0,680.0,793.3333333,0.0,7925.769231,92.19230769,1,3,1,7.0,0.0,13.0,13.0,8.0,3,1390,160.3846154,2014,4,2496,0.21345747
721,12000.0,3,12.897,412.06,2,4,8,1,1,2,0,31,2,8.64,0,670.0,781.6666667,0.0,12713.07692,57.78461538,1,0,1,7.0,0.0,0.0,11.0,11.0,0,3848,1154.4,2013,7,2222,0.23550586
722,14727.27273,5,14.3,421.64,2,1,6,10,1,1,4,69,26,20.25,0,685.0,856.25,1.0,20022.0,54.0,1,234,1,7.0,0.0,2.0,8.0,8.0,4,7536,1623.138462,2013,10,2314,0.19328412
723,10454.54545,3,16.2,405.45,2,1,13,6,0,2,0,108,21,20.78181818,0,600.0,700.0,1.0,7152.923077,64.4,0,14725,1,5.0,0.0,7.0,22.0,13.0,0,4296,1387.938462,2013,10,2314,0.22084531
724,4581.818182,3,6.651,130.44,0,0,3,10,0,0,2,135,33,18.0,0,805.0,939.1666667,0.0,9142.0,6.0,0,5,1,6.0,0.0,6.0,28.0,19.0,1,1018,352.3846154,2016,6,3288,0.1866475
725,9000.0,3,16.489,311.95,2,0,0,9,0,2,2,103,36,23.06181818,0,741.8181818,927.2727273,0.0,26980.61538,72.90769231,0,5,1,9.0,0.0,16.0,35.0,25.0,0,0,0.0,2016,11,3441,0.3651997
726,23340.90909,3,9.71,634.6,1,1,0,3,0,2,0,301,21,22.2,0,735.0,796.25,0.0,11233.0,26.2,1,35472,1,6.0,0.0,2.0,15.0,9.0,2,253,81.73846154,2013,8,2253,0.19056599
727,21600.0,5,21.989,572.15,3,3,9,6,0,1,0,330,21,6.725454545,1,556.3636364,649.0909091,0.0,2424.230769,37.5,0,0,1,1.0,0.0,31.0,9.0,4.0,3,10221,0.0,2016,8,3349,0.21637313
728,7227.272727,3,13.11,223.58,1,3,5,4,1,2,4,115,8,36.25090909,0,685.0,742.0833333,0.0,18717.0,45.8,1,32716,1,9.0,0.0,2.0,20.0,10.0,0,0,0.0,2013,4,2131,0.2758831
729,17181.81818,3,11.49,692.4,1,0,9,10,0,2,0,48,10,9.294545455,0,540.0,675.0,0.0,11629.84615,90.83076923,0,0,1,4.0,0.0,4.0,8.0,5.0,3,4618,1491.969231,2016,11,3441,0.19365786
730,9000.0,5,17.57,226.45,3,1,10,10,2,2,0,107,30,22.45090909,0,680.0,736.6666667,1.0,19355.07692,49.0,1,0,1,8.0,0.0,13.0,12.0,4.0,0,0,0.0,2014,2,2437,0.31329304
731,11318.18182,3,20.99,469.0,4,1,3,2,1,1,4,607,14,23.71090909,3,604.5454545,705.3030303,1.0,6799.0,54.8,0,4,1,6.0,0.0,9.0,23.0,12.0,0,0,0.0,2015,9,3014,0.38415095
732,10843.18182,3,19.327,329.73,3,1,2,6,1,2,0,445,32,28.67,0,604.5454545,705.3030303,0.0,21498.46154,152.4230769,1,0,1,3.0,0.0,2.0,8.0,2.0,0,0,0.0,2015,4,2861,0.3646031
733,18181.81818,5,21.12,521.02,3,0,8,2,0,2,0,279,17,12.24,1,695.0,810.8333333,0.0,10888.84615,89.35384615,1,25117,1,2.0,0.0,7.0,18.0,10.0,5,8844,884.4,2013,11,2345,0.1967137
734,8181.818182,3,10.076,318.75,1,5,4,1,2,1,0,186,9,12.83636364,0,618.1818182,721.2121212,0.0,7679.076923,21.92307692,0,0,1,4.0,0.0,3.0,9.0,5.0,0,0,0.0,2016,2,3167,0.23832396
735,4727.272727,3,14.049,139.86,3,0,8,2,2,2,0,546,33,17.26363636,0,540.0,630.0,1.0,4100.769231,69.56923077,1,0,1,4.0,0.0,8.0,17.0,6.0,3,937,201.8153846,2015,9,3014,0.19424179
736,28636.36364,5,15.426,872.48,3,1,2,10,0,2,0,124,13,8.363636364,3,680.0,850.0,0.0,15544.61538,41.8,1,0,1,6.0,0.0,0.0,18.0,11.0,2,13084,1509.692308,2014,11,2710,0.19062035
737,22909.09091,5,15.05,666.86,2,0,1,8,2,1,0,736,31,9.122727273,0,725.4545455,906.8181818,1.0,21662.30769,64.1,0,0,1,9.0,0.0,4.0,17.0,10.0,5,1375,0.0,2018,1,3867,0.22074628
738,20000.0,5,15.763,468.8,2,1,6,8,0,2,4,348,18,22.27636364,0,763.6363636,827.2727273,0.0,23564.30769,76.8,1,4,1,6.0,0.0,6.0,13.0,5.0,0,453,83.63076923,2013,9,2284,0.22247615
739,21272.72727,3,14.391,632.74,2,1,0,6,0,2,0,418,45,29.17,0,741.8181818,803.6363636,0.0,19918.0,102.1,0,0,1,3.0,0.0,3.0,20.0,10.0,3,4700,867.6923077,2017,2,3533,0.18939617
740,13090.90909,5,11.592,272.31,2,0,0,1,2,2,0,19,14,33.21818182,1,660.0,770.0,0.0,4921.153846,21.23076923,0,10,1,2.0,,12.0,6.0,3.0,3,4181,0.0,2016,1,3136,0.2191507
741,13909.09091,3,10.791,564.57,2,0,2,10,0,1,0,539,42,6.681818182,0,695.0,868.75,0.0,18808.46154,48.1,1,0,1,8.0,0.0,0.0,17.0,15.0,0,0,0.0,2016,1,3136,0.33603296
742,10909.09091,3,11.14,328.06,1,3,8,5,1,0,0,44,26,14.27727273,1,572.7272727,620.4545455,0.0,9405.230769,51.15384615,1,48900,1,5.0,0.0,8.0,10.0,3.0,3,1312,151.3846154,2013,1,2041,0.21146671
743,5454.545455,3,8.18,188.52,1,0,4,10,0,1,0,291,23,22.06636364,0,715.0,893.75,0.0,5155.384615,32.73846154,1,0,1,3.0,0.0,16.0,5.0,1.0,1,2843,0.0,2015,2,2802,0.20128588
744,18545.45455,5,12.639,252.31,1,0,7,0,0,2,0,48,10,10.08,0,668.1818182,779.5454545,0.0,12253.0,64.24615385,1,38,1,,,,,,3,4410,1424.769231,2010,6,1096,0.19431928
745,35000.0,3,14.49,1204.57,2,1,5,0,0,2,4,19,14,31.57090909,0,568.6363636,663.4090909,0.0,58354.15385,74.09230769,0,4,1,7.0,0.0,6.0,13.0,6.0,2,5582,1932.230769,2014,5,2526,0.19213417
746,21818.18182,3,8.253,637.58,1,3,13,10,0,2,0,477,7,26.51,2,544.0909091,634.7727273,0.0,71772.0,82.0,0,0,1,12.0,,3.0,25.0,12.0,3,4069,1126.8,2015,8,2983,0.20662408
747,21818.18182,5,15.488,559.44,2,1,1,7,0,2,0,230,2,11.88,0,631.8181818,737.1212121,1.0,14138.0,63.92307692,0,0,1,3.0,0.0,3.0,5.0,4.0,3,5469,546.9,2017,7,3683,0.19059137
748,30431.81818,5,13.491,612.46,2,0,0,10,2,0,0,342,21,18.59090909,0,640.9090909,801.1363636,0.0,54755.07692,36.4,0,0,1,7.0,0.0,7.0,23.0,11.0,0,0,0.0,2017,3,3561,0.4229713
749,12000.0,5,14.839,253.06,2,0,6,10,2,0,4,79,2,10.01,0,572.7272727,668.1818182,1.0,9412.0,17.5,0,4,1,7.0,0.0,4.0,19.0,8.0,5,1403,302.1846154,2016,9,3380,0.20431598
750,9090.909091,3,13.332,332.72,1,1,6,10,0,2,0,171,8,17.38636364,1,730.9090909,913.6363636,0.0,13554.15385,46.6,1,70,1,7.0,0.0,8.0,16.0,12.0,0,3243,0.0,2013,4,2131,0.21837258
751,1818.181818,3,7.97,62.65,0,0,0,4,0,0,0,116,14,30.12,0,834.5454545,904.0909091,0.0,11652.92308,30.47692308,0,0,1,5.0,0.0,12.0,7.0,4.0,3,197,54.55384615,2017,11,3806,0.18809816
752,9454.545455,3,8.998,251.36,1,0,1,10,0,0,5,91,7,22.50909091,0,659.0909091,768.9393939,0.0,25103.07692,67.66153846,0,6,1,5.0,0.0,6.0,10.0,4.0,3,1643,328.6,2015,7,2952,0.19102323
753,12272.72727,3,9.378,486.98,1,0,0,10,0,1,2,103,36,16.66909091,6,572.7272727,715.9090909,0.0,84476.0,59.26153846,1,5,1,4.0,0.0,3.0,8.0,4.0,0,0,0.0,2017,7,3683,0.29465696
754,9090.909091,3,11.421,335.45,2,2,0,10,1,1,5,143,8,21.12727273,0,752.7272727,940.9090909,0.0,23061.23077,57.8,1,6,1,7.0,0.0,13.0,17.0,4.0,0,3968,0.0,2015,4,2861,0.25820023
755,35000.0,3,17.864,1234.65,2,3,7,10,0,1,0,300,9,10.12363636,1,763.6363636,954.5454545,0.0,28939.07692,99.34615385,1,0,1,5.0,0.0,10.0,11.0,3.0,3,7425,0.0,2014,1,2406,0.21766528
756,18650.0,3,17.57,670.23,3,0,3,1,0,2,0,324,10,21.52363636,0,609.0909091,659.8484848,0.0,19542.46154,104.4230769,1,0,1,5.0,0.0,6.0,9.0,4.0,2,2462,568.1538462,2014,8,2618,0.19659357
757,5727.272727,3,18.997,225.46,2,1,2,1,1,2,0,189,9,18.25090909,1,720.0,780.0,0.0,5135.0,36.9,1,1745,1,5.0,0.0,10.0,18.0,10.0,3,1319,304.3846154,2013,6,2192,0.1909393
758,16545.45455,3,10.384,448.07,1,1,0,5,0,0,0,258,8,3.256363636,0,613.6363636,767.0454545,0.0,8395.0,76.15384615,0,0,1,3.0,,4.0,3.0,1.0,3,550,101.5384615,2017,11,3806,0.1925149
759,15454.54545,3,20.933,623.42,3,0,11,0,0,0,0,307,14,6.730909091,1,736.3636364,920.4545455,0.0,17166.92308,28.32307692,0,0,1,10.0,0.0,8.0,27.0,13.0,3,1262,0.0,2017,11,3806,0.21561828
760,15545.45455,3,11.997,578.89,2,5,1,5,1,0,4,9,7,26.92363636,0,660.0,825.0,0.0,19147.69231,90.7,1,4,1,6.0,0.0,0.0,11.0,9.0,3,6455,1390.307692,2015,4,2861,0.20001619
761,28000.0,3,11.997,947.89,2,5,7,1,1,1,0,162,2,5.487272727,0,720.0,840.0,0.0,26442.76923,51.78461538,0,0,1,9.0,0.0,0.0,12.0,8.0,0,0,0.0,2015,9,3014,0.2693472
762,12727.27273,3,5.31,421.55,0,4,2,10,0,0,0,275,8,4.11,0,770.0,898.3333333,0.0,12661.38462,16.8,0,0,1,3.0,0.0,9.0,13.0,6.0,2,2474,532.8615385,2018,4,3957,0.19566831
763,13745.45455,3,7.029,514.07,0,3,1,0,2,0,4,124,13,24.86,1,564.5454545,705.6818182,0.0,18355.38462,62.9,1,4,1,6.0,0.0,7.0,11.0,8.0,3,3176,293.1692308,2015,4,2861,0.20167628
764,7000.0,3,5.852,210.81,0,0,7,5,0,1,4,63,14,9.690909091,0,548.1818182,593.8636364,0.0,57446.76923,73.15384615,0,4,1,7.0,0.0,1.0,20.0,16.0,1,1178,253.7230769,2015,6,2922,0.19040568
765,27272.72727,3,16.01,1054.86,2,1,8,4,1,0,5,161,14,8.55,0,600.0,700.0,0.0,1238.0,4.4,0,6,1,4.0,0.0,1.0,12.0,8.0,0,0,0.0,2018,4,3957,0.3245746
766,8181.818182,5,17.622,243.29,2,0,1,10,0,1,0,42,26,19.98181818,0,640.9090909,694.3181818,0.0,68303.07692,59.01538462,0,0,1,6.0,0.0,14.0,20.0,7.0,1,2536,234.0923077,2017,7,3683,0.20088454
767,15081.81818,5,21.164,360.46,4,0,0,2,1,1,0,503,8,17.49090909,0,609.0909091,710.6060606,0.0,18681.92308,103.7307692,0,0,1,4.0,0.0,2.0,7.0,5.0,0,0,0.0,2015,1,2771,0.5118027
768,12000.0,3,7.89,375.43,0,0,0,2,0,0,4,470,18,10.30909091,0,609.0909091,710.6060606,0.0,20041.53846,71.29230769,0,4,1,10.0,0.0,9.0,17.0,13.0,0,0,0.0,2016,3,3196,0.2606485
769,20000.0,5,30.74,656.19,5,0,9,2,1,0,0,620,8,17.77090909,0,741.8181818,803.6363636,0.0,37481.53846,42.7,0,0,1,7.0,0.0,2.0,19.0,13.0,0,0,0.0,2017,3,3561,0.510811
770,3272.727273,3,8.703,128.45,1,1,6,1,0,0,5,263,0,22.22,0,780.0,845.0,0.0,25519.0,34.8,0,2062,1,5.0,0.0,30.0,18.0,8.0,0,444,40.98461538,2013,11,2345,0.20250809
771,6500.0,3,6.714,202.08,0,3,9,6,0,0,2,286,16,7.854545455,0,785.4545455,981.8181818,0.0,4688.307692,22.8,0,5,1,3.0,0.0,6.0,6.0,1.0,3,752,0.0,2018,5,3987,0.20150754
772,27272.72727,5,7.99,608.15,0,1,11,0,1,1,0,242,8,13.28181818,0,686.3636364,800.7575758,0.0,1246.0,2.7,0,0,1,1.0,0.0,21.0,18.0,10.0,3,6789,0.0,2017,4,3592,0.19701114
773,12272.72727,3,10.99,491.01,1,0,0,8,1,0,0,2,2,10.11272727,0,660.0,770.0,0.0,17937.0,37.47692308,1,0,1,15.0,0.0,4.0,25.0,16.0,3,4616,0.0,2015,10,3044,0.20993276
774,16000.0,3,16.841,557.08,2,0,4,1,1,1,0,160,4,10.13636364,0,618.1818182,772.7272727,0.0,4495.0,49.9,0,0,1,2.0,0.0,3.0,5.0,3.0,3,417,89.81538462,2016,3,3196,0.1963261
775,14727.27273,3,12.49,602.08,1,3,12,0,1,0,4,643,45,16.19090909,0,636.3636364,689.3939394,0.0,19337.53846,89.19230769,1,4,1,4.0,0.0,2.0,15.0,14.0,3,3674,0.0,2014,10,2679,0.22306447
776,16363.63636,3,7.191,626.64,0,1,2,10,0,0,4,286,16,21.88,0,672.7272727,840.9090909,0.0,21441.0,53.1,1,4,1,4.0,0.0,11.0,18.0,9.0,2,2346,234.6,2017,1,3502,0.18968497
777,7120.454545,3,15.31,209.78,2,2,5,7,1,1,9,317,36,8.574545455,0,604.5454545,654.9242424,0.0,7575.076923,39.13846154,0,10,1,5.0,0.0,4.0,18.0,7.0,3,50,5.0,2016,4,3227,0.2076571
778,5000.0,3,10.503,165.29,1,0,5,7,2,0,0,210,43,28.94545455,0,675.0,787.5,1.0,14305.38462,72.9,1,0,1,6.0,0.0,14.0,10.0,6.0,1,1605,0.0,2014,10,2679,0.2103134
779,19636.36364,5,11.997,550.14,2,0,2,8,0,0,4,481,0,9.654545455,0,725.4545455,906.8181818,0.0,22203.0,79.26923077,0,4,1,14.0,0.0,53.0,30.0,16.0,0,959,103.2769231,2015,10,3044,0.24173419
780,9163.636364,3,11.47,276.88,1,0,8,10,2,2,0,616,0,6.889090909,1,613.6363636,715.9090909,0.0,10164.92308,88.1,0,0,1,4.0,0.0,3.0,5.0,2.0,3,3904,1261.292308,2016,6,3288,0.19449832
781,5454.545455,3,14.48,172.06,2,1,2,9,1,1,0,249,36,15.06272727,0,763.6363636,827.2727273,0.0,1608.923077,107.7692308,0,0,1,3.0,0.0,5.0,6.0,3.0,3,448,0.0,2015,12,3105,0.20347965
782,7272.727273,3,11.99,265.68,1,2,1,9,1,1,0,70,32,19.98,1,540.0,675.0,0.0,8653.846154,56.86153846,0,0,1,6.0,0.0,4.0,12.0,6.0,0,906,313.6153846,2014,4,2496,0.23080266
783,1090.909091,3,15.037,34.02,2,0,6,10,1,2,5,241,7,25.10909091,0,568.6363636,616.0227273,0.0,20662.92308,102.4615385,0,6,1,6.0,0.0,9.0,6.0,1.0,1,189,20.35384615,2015,11,3075,0.1977152
784,8272.727273,3,25.74,272.43,4,0,0,0,1,2,6,171,8,34.8,0,675.0,731.25,0.0,9425.769231,72.9,1,7,1,6.0,0.0,28.0,22.0,16.0,0,0,0.0,2014,1,2406,0.4187819
785,8454.545455,3,20.889,340.86,3,0,9,0,1,1,0,365,19,16.2,0,720.0,840.0,0.0,27248.07692,77.7,1,0,1,5.0,0.0,9.0,12.0,8.0,1,4234,1367.907692,2016,6,3288,0.19783208
786,32727.27273,3,9.67,963.38,1,0,7,10,0,1,0,44,26,9.76,0,672.7272727,840.9090909,0.0,86777.53846,25.56923077,0,70,1,13.0,0.0,8.0,38.0,21.0,2,494,114.0,2013,11,2345,0.18998809
787,8181.818182,5,17.622,243.29,2,1,5,9,2,0,4,42,26,10.05454545,0,670.0,837.5,0.0,4861.153846,57.92307692,0,4,1,4.0,0.0,6.0,18.0,8.0,2,3848,769.6,2017,12,3836,0.19438025
788,8181.818182,3,11.241,301.04,1,5,1,10,0,0,0,359,43,27.49909091,0,556.3636364,602.7272727,1.0,6328.615385,88.84615385,0,0,1,2.0,0.0,22.0,20.0,17.0,0,3676,678.6461538,2014,7,2587,0.20899968
789,4909.090909,3,12.303,204.11,1,1,8,3,1,0,4,25,13,5.179090909,0,736.3636364,797.7272727,0.0,4613.076923,61.5,0,4,1,4.0,0.0,1.0,6.0,5.0,3,668,61.66153846,2013,9,2284,0.19001725
790,12818.18182,3,20.075,426.27,3,0,6,10,1,0,0,447,30,23.76818182,0,736.3636364,920.4545455,0.0,25435.0,66.8,0,0,1,12.0,0.0,1.0,25.0,15.0,0,0,0.0,2016,3,3196,0.4319492
791,14181.81818,5,15.939,282.28,2,1,9,0,1,1,4,137,32,20.40909091,0,730.9090909,913.6363636,0.0,20189.53846,80.07692308,1,4,1,8.0,0.0,8.0,46.0,17.0,0,0,0.0,2014,5,2526,0.30283153
792,3272.727273,5,14.685,91.74,2,3,12,3,1,2,5,271,35,12.71,0,801.8181818,935.4545455,0.0,884.3076923,88.43076923,1,11590,1,,,,,,2,968,208.4923077,2010,11,1249,0.21379296
793,23636.36364,3,6.606,620.66,0,0,1,10,2,0,0,31,2,16.52727273,0,770.0,898.3333333,0.0,17200.0,35.2,0,0,1,4.0,0.0,5.0,19.0,14.0,3,9009,3118.5,2018,3,3926,0.19079678
794,11345.45455,3,8.541,307.48,1,3,5,1,0,0,0,194,38,9.469090909,0,736.3636364,859.0909091,0.0,7250.769231,27.23076923,1,0,1,7.0,0.0,1.0,10.0,9.0,0,1008,100.8,2015,1,2771,0.21759558
795,35454.54545,5,6.615,599.01,0,1,2,9,1,2,3,368,3,12.12727273,0,722.7272727,843.1818182,0.0,1339.615385,0.753846154,0,3,1,1.0,0.0,14.0,21.0,13.0,1,4390,1317.0,2017,12,3836,0.18897016
